0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1364289243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,156267213,0,0,0,0,6337524767,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,156267213,156267213,271063472,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,156267213,156267213,271063472,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,734566340,156267213,156267213,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,156267213,1474749149,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
