231576312,213607266,213607266,29421735,0,231576312,0,0,0,813074514,0,0,0,0,0,0,0,0,0,0
156267213,813074514,0,0,0,0,0,813074514,0,0,0,0,0,0,0,0,0,0,0,0
0,156267213,0,0,213607266,473531951,473531951,473531951,156267213,473531951,0,0,0,0,0,0,0,0,0,0
6445560359,156267213,0,813074514,0,0,890008145,473531951,231576312,473531951,0,0,0,0,0,0,0,0,0,0
473531951,213607266,231576312,0,0,473531951,473531951,473531951,473531951,473531951,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,473531951,156267213,156267213,156267213,231576312,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,156267213,156267213,156267213,156267213,156267213,0,0,0,0,0,0,0,0,0,0
0,231576312,0,0,0,0,156267213,156267213,0,156267213,0,0,0,0,0,0,0,0,0,0
6445560359,0,0,0,231576312,156267213,156267213,156267213,0,156267213,0,0,0,0,0,0,0,0,0,0
6445560359,0,0,0,0,0,0,0,130266190,130266190,130266190,130266190,0,0,0,0,0,0,0,0
0,0,0,0,0,156267213,156267213,197127934,156267213,156267213,156267213,0,0,0,0,0,0,0,0,0
0,0,0,0,0,156267213,197127934,156267213,156267213,156267213,156267213,156267213,0,0,0,0,0,156267213,0,156267213
0,0,0,0,0,156267213,156267213,0,156267213,156267213,197127934,156267213,213607266,0,0,0,0,0,156267213,213607266
0,0,0,0,0,156267213,197127934,156267213,156267213,156267213,197127934,156267213,0,0,0,0,0,0,156267213,213607266
